ID,EmployeeID,Timesheet Record Date,Topic,Working Hours,Category,Sub-Category,Detail
4515,13,4/20/2022,Mesleki yeterlilik belgelerinin incelenmesi,3.5,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Süreç Sahipleri ile açılış toplantısı gerçekleştirildi.
10142,6,11/15/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
4231,25,4/12/2022,İdari&Diğer,6.5,İdari,İdari-Diğer,QAR
3013,21,3/15/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",1,Ön Hazırlık,Data Temini&Data Hazırlama,Telefon ve Mailleşme
6483,8,6/29/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,2,Ön Hazırlık,Toplantı (Ekip İçi),Ekip içi RKM kontrolünün yapılması
4429,15,4/19/2022,İhale Usulü Yapılan Satın Alma İşlemlerinin İncelenmesi,1,İnceleme,Toplantı (Şirket Yöneticileri),DEĞİŞİM YÖNETİMİ VE OPTİMİZASYONU birimi ile SAP satın alma modulüne ilişkin ekran test toplantısı
3624,21,3/28/2022,EPSAŞ - Kalite Tazminat Ödemeleri,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,telefon ve mailleşme
240,9,1/6/2022,Çisem Kılıç ile haftalık zamanlama takip çizelgesi hakkında toplantı,1,Diğer,Ortak Alan Çalışması,Çisem Kılıç ile haftalık zamanlama takip çizelgesi hakkında toplantı
6026,1,6/13/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,2.5,Ön Hazırlık,Doküman Tarama,Prosedür Okuma ve Riskleri Tespit Etme
7264,25,7/29/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,Denetim Dosyalarının Gözden Geçirilmesi&QAR Sunumunun Hazırlanması
3264,16,3/21/2022,İdari İşler Süreç Denetimi,4,İnceleme,Çalışma Kağıtlarının Hazırlanması,İlgili maddeler için çalışma kağıtlarının hazırlanması
3594,30,3/28/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",2,Ön Hazırlık,Data Temini&Data Hazırlama,"Temin edilen dataların değerlendirilmesi, hazırlanması / M.Bal, A.Hayran"
12625,15,3/21/2023,Hukuk Operasyonları Süreci Denetimi,8.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,süreç sahipleri ile rapor mutabakatı
1689,13,2/14/2022,Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Telefon&Mail Trafiği
10946,1,12/23/2022,"BTS sistemi üzerinden atanan bulguların kapatılması yönünde çalışmalar yapıldı. + 1,5 Saat Mola ve Yılbaşı Etkinliği",8.5,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,"BTS sistemi üzerinden atanan bulguların kapatılması yönünde çalışmalar yapıldı. + 1,5 Saat Mola ve Yılbaşı Etkinliği"
1971,14,2/21/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
11626,12,1/26/2023,YILLIK İZİN KULLANILDI,8.5,Diğer,Diğer Kişisel İşler,YILLIK İZİN KULLANILDI
10629,6,12/12/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
10904,8,12/22/2022,Bulgu Takip Çalışmaları,8.5,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları,Bulgu Takip Çalışmaları
14132,29,5/26/2023,Yıllık izin,8.5,İdari,Diğer,Yıllık izin
9088,2,10/3/2022,Bingöl Merkez Arıza Çalışanları Hakkındaki İddialar,4,Rapor Yazımı,Taslak Rapor Yazımı,rapor yazımı
4710,16,4/27/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,1,İnceleme,Merkez'den Denetim,"Organizasyon yapısının kontrolü, İK ile görüşerek ekstra verilerin istenmesi vb"
10266,3,11/23/2022,İdari,8.5,İdari,Diğer,Raporlu
6386,8,6/24/2022,Ekip Kahvaltısı ve mola,1.5,Diğer,Diğer Kişisel İşler,Ekip Kahvaltısı ve mola
3265,21,3/21/2022,İdari İşler Süreç Denetimi,2,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtlarının hazırlanması
7124,8,7/26/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,3,İnceleme,Merkez'den Denetim,"Bekleyen, açık siparişlerin incelenmesi"
2776,2,3/10/2022,EDAŞ - Elazığ Taşınan Sayaçların İncelenmesi,1,Ön Hazırlık,Toplantı (Ekip İçi),ekipçe genel değerlendirme yapıldı
6000,15,6/13/2022,ATK Sigorta Denetimi,2.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,atk rapor maddelerinden bazılar için Çalışma Kağıt hazırlığı
8121,8,9/1/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
13645,9,5/11/2023,Holding Teknik Satınalma Denetimi,6.5,Ön Hazırlık,Doküman Tarama,Döküman inceleme ve tablo hazırlanması + mola
11119,21,12/30/2022,İzinli,8.5,Diğer,Diğer Kişisel İşler,Raporlu
1497,2,2/10/2022,diğer,9,Diğer,Diğer Kişisel İşler,oryantasyon-ekip tanışma-yardım masasından taleplerin açılması
13134,30,4/4/2023,İdari,0.5,İdari,Toplantı,Ekip toplantısı
518,8,1/17/2022,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer-Diğer (Sigara, wc, gazete okuma, vb.)"
13470,25,5/1/2023,İdari&Diğer,8.5,İdari,Diğer,Resmi Tatil
5290,16,5/24/2022,İdari&Diğer,1,Diğer,Diğer Kişisel İşler,Molalar
6460,8,6/28/2022,Tahsilat Denetimi (Jeneratör),1,İnceleme,Merkez'den Denetim,Ömer Baktır tarafından istenen incelemenin (hukuka sevk edilen vadesi geçmiş alacaklara karşılık ayrılmaması durumuna ilişkin birimden gelen cevapların incelenmesi)  yapılması
11549,5,1/24/2023,EDAŞ-Planlı Bakım Denetimi,2.5,İnceleme,Toplantı (Şirket Yöneticileri),Kapanış toplantısı yapılmıştır
11409,13,1/17/2023,CRM ve ISU Yetkilendirme Süreci,2,Ön Hazırlık,Toplantı (Şirket Yöneticileri),Açılış Toplantısı-Yetki Matrisleri
611,21,1/18/2022,Diğer-Telefon&Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Diğer-Telefon&Mail Trafiği
9248,6,10/11/2022,Hastalık izni,7.5,İdari,Diğer,Hastalık izni
8577,3,9/19/2022,EPDK Hesap İzahnamesine Uyum Denetimi,3,İnceleme,Merkez'den Denetim,Çukurova gelen belgelerin incelenmesi
1439,3,2/8/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Taslak raporun ilgili şirket yöneticileri ile değerlendirilmesi
8273,6,9/6/2022,EPDK Hesap İzahnamesine Uyum Denetimi,3.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gümüşhane-Bayburt'tan gelen verilerin incelenmesi
2626,1,3/8/2022,Tahsilat Denetimi (Jeneratör),0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
15317,15,8/14/2023,Bolu Göynük Santral Personel Servis Hakediş Süreçleri Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,bolu göynük çalışma kağıtlarının hazırlanması ve kontrolü
3729,5,3/30/2022,EPSAŞ - Kalite Tazminat Ödemeleri,5,İnceleme,Merkez'den Denetim,Tablo 6 oluşturularak mevzuata uyumu kontrol edilmiştir.
254,30,1/4/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,3,İnceleme,Merkez'den Denetim,Analiz
13300,25,4/24/2023,Gider Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Turkcell
10501,15,12/2/2022,Enerji Ticaret Süreçleri Denetimi,1,Ön Hazırlık,Toplantı (Şirket Yöneticileri),şirket yöneticileri ile denetim süreçleri hk toplantı
9499,5,10/20/2022,Sözleşme Süreç Yönetimi Denetimi - Tüm Sektörler,8.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazılmış ve değerlendirme sürecine alınmıştır.
13965,15,6/1/2023,Lojistik Operasyonları Süreci Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,örneklem oluşturma çalışması
10465,11,12/2/2022,Enerji Ticaret Süreçleri Denetimi,7.5,Ön Hazırlık,Data Temini&Data Hazırlama,Enerji Ticareti ile ilgili alınabilecek datalar üzerine çalışılmıştır.
10655,11,12/12/2022,Enerji Ticaret Süreçleri Denetimi,7.5,Ön Hazırlık,Data Temini&Data Hazırlama,İlgili ticaret ekibi ile görüşülerek süreçler anlaşılmaya ve datalar temin edilmeye çalışılmıştır.
15066,11,7/24/2023,Lojistik Operasyonları Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor yazılmaktadır.
10774,26,12/8/2022,Kurumsal Yönetişim Projesi,8.5,Proje,Proje,Kurumsal Yönetişim Projesi çalışmaları
10938,6,12/23/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
6917,25,7/18/2022,İdari&Diğer,8.5,İdari,İdari-Diğer,QAR- Denetim Dosyalarının Gözden Geçirilmesi
11116,21,1/2/2023,Telefon ve mail trafiği,1,Diğer,Telefon&Mail Trafiği,Telefon ve mail trafiği
10900,12,12/20/2022,Bingöl Merkez Arıza Çalışanları Hakkındaki İddialar,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor nihai hale getirildi
6704,30,7/6/2022,İdari,3.5,İdari,Diğer,QAR kapsamında eski çalışma kağıtlarının ve rkm lerin kontrolü ve düzenlenmesi
9483,21,10/20/2022,Sözleşmeli Alımlar Fatura Onay Mekanızması ve Ödeme Denetimi- Tüm Sektörle,3,Rapor Yazımı,Taslak Rapor Yazımı,Taslak rapor düzenlenmesi
5465,2,5/26/2022,mola,0.5,Diğer,Diğer Kişisel İşler,mola dinlenme vb.
8730,3,9/22/2022,İdari,3,İdari,Diğer,SWOT analizi için sektör raporlarının araştırılması
2840,1,3/10/2022,Tahsilat Denetimi (Jeneratör),4,İnceleme,Merkez'den Denetim,Satış ve Tahsilatların Kontrolü
15303,4,8/16/2023,"Kişisel, dinlenme, mola, telefon - mail trafiği.",0.5,Diğer,Diğer Kişisel İşler,"Kişisel, dinlenme, mola, telefon - mail trafiği."
13843,2,5/24/2023,dinlenme+mola,0.5,Diğer,Diğer Kişisel İşler,dinlenme+mola
11600,18,1/25/2023,Bağlantı Operasyon Süreçleri Denetimi,2.5,Ön Hazırlık,Doküman Tarama,Bağlantı Operasyonları Denetimi dökümanların incelenmesi
10221,29,11/21/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,8.5,İnceleme,Çalışma Kağıtlarının Kontrolü,"hukuk,aby ve sap uyumu kontrolü"
5370,3,5/24/2022,Ek Güvence Bedeli İncelemesi,3.5,Ön Hazırlık,Data Temini&Data Hazırlama,Abys Raporlarının İncelenmesi
8639,3,9/20/2022,EPDK Hesap İzahnamesine Uyum Denetimi,2,İnceleme,Toplantı (Şirket Yöneticileri),Demiray Bey ile toplantı
5175,29,5/20/2022,tatil birleştirme,8.5,İdari,Diğer,tatil birleştirme
11955,6,2/14/2023,CRM ve ISU Yetkilendirme Süreci,5.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Çalışma kağıtları düzenlenmiştir.
13107,18,4/5/2023,MTA Bağlantı Görünüşe Yönelik İddialar,8.5,İnceleme,Toplantı (Ekip İçi),Bağlantı görüşüne yönelik iddiaların sistem üzerinden incelenmesi
14248,14,6/9/2023,Holding Teknik Satınalma Denetimi,8.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Holding Teknik Satınalma Denetimi
13839,2,5/24/2023,Gider Denetimi,8,İnceleme,Çalışma Kağıtlarının Hazırlanması,belge inceleme+toplantı
10216,11,11/21/2022,Enerji Ticaret Süreçleri Denetimi,1,Ön Hazırlık,Doküman Tarama,Mola
5891,1,6/8/2022,Aksa Satış ve Pazarlama A.Ş. Adana Şubesi Olağan Denetim - Tam Kapsam,2,İnceleme,Toplantı (Ekip İçi),Adana APC Risk Kontrol Matrisinin Doldurulması (Makbule BAL)
6331,15,6/23/2022,Sözleşme Süreci ve Fatura Onay Mekanizması,2,Ön Hazırlık,Doküman Tarama,Muhasebe yetkilisi damla hanım ile sözleşme süreci denetimine ilişkin toplantı ve alınan dokümanların incelenmesi
10101,11,11/16/2022,Enerji Ticaret Süreçleri Denetimi,1,Ön Hazırlık,Doküman Tarama,Mola
2052,8,2/22/2022,Satışlardan Yapılan İndirimler ve Maliyet Altı Satışlar,4.5,İnceleme,Merkez'den Denetim,Gelen cevapların incelenmesi
4869,16,5/10/2022,Aksa Satış ve Pazarlama A.Ş. Antalya Şubesi Olağan Denetim - Tam Kapsam,1,İnceleme,Toplantı (Şirket Yöneticileri),Mola
2217,5,2/25/2022,EDAŞ - Üçüncü Şahıs Tazminat Ödemeleri,3,Rapor Yazımı,Risk Kontrol Matrisinin Doldurulması,RKM tamamlanarak bulgular girilmiştir
7597,1,8/11/2022,Coso Eğitimi,8.5,İdari,Diğer,Eğitim
13972,3,6/5/2023,Gaz Açma ve Kapama Operasyonları Denetimi,4.5,İnceleme,Merkez'den Denetim,Borçtan Gaz Kesme
6145,8,6/17/2022,Mali Tablo Suistimalleri Eğitimi,8.5,İdari,Diğer,Mali Tablo Suistimalleri Eğitimi
14761,11,7/11/2023,Lojistik Operasyonları Süreci Denetimi,7.5,Rapor Yazımı,Taslak Rapor Yazımı,Rapor yazımı gerçekleştirilmekte ve sorulan sorulara cevap beklenmektedir.
4383,16,4/18/2022,İdari&Diğer,1,Diğer,Sektörel Analiz Çalışmalarının Yapılması,Mola
9787,1,11/2/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
2522,5,3/4/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",4,Ön Hazırlık,Süreç Haritalandırma (Walkthrough),Yönetmelikler incelenmiş yol haritası süreç sahipleri tespit edilerek hazırlanmıştır
1473,21,2/9/2022,Kesme Bağlama İşlemleri (kesilmesi yasak olan aboneler),3,İnceleme,Merkez'den Denetim,Kesme İşlemlerinin yapıldığı saatlerin incelenmesi
684,3,1/20/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,1,İnceleme,Merkez'den Denetim,İç Tesisat Firma Yetkilendirme Süreci İnceleme
6584,1,7/1/2022,Garanti ve Müşteri Memnuniyeti Kapsamında Yapılan İade İşlemlerinin İncelenmesi,3,Ön Hazırlık,Data Temini&Data Hazırlama,Satıştan iadelere ilişkin dataların SAP sistemi üzerinden çekilmesi
9977,2,11/7/2022,Ödemeler Süreç Denetim-Tüm Sektörler,8.5,İnceleme,Toplantı (Ekip İçi),yazılan bulgukların değerlendirilmesi
8937,30,9/28/2022,İdari,5.5,İdari,Diğer,SWOT çalışmaları kapsamında doküman tarama
9829,15,11/2/2022,Ödemeler Süreç Denetim-Tüm Sektörler,3,İnceleme,Çalışma Kağıtlarının Hazırlanması,yurtiçi tedarikçileri tarafından düzenlenen USD cinsi faturalar incelenmiştir
6050,2,6/14/2022,EPDK Satınalma Yönetmeliği ve İhale Süreci Denetimi,2,Ön Hazırlık,Toplantı (Şirket Yöneticileri),güven mındız ile ön açılış
14474,30,6/9/2023,Diğer,0.5,Diğer,Diğer Kişisel İşler,Mola vs
1119,13,2/1/2022,Siirt-Batman Doğalgaz Dağıtım A.Ş. Uzaktan Denetimi,2,İnceleme,Merkez'den Denetim,Fatura itiraz ve iptal süreci
15050,29,7/26/2023,Kredi kartları suistimal incelemesi hakkında veri çekilip incelenmesi,8.5,İdari,Diğer,Kredi kartları suistimal incelemesi hakkında veri çekilip incelenmesi
4174,21,4/11/2022,EDAŞ - Tunceli İddialar,1.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak rapor değerlendirilmesi
6293,6,6/23/2022,"Diğer (Sigara, wc, gazete okuma, vb.)",1,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
8205,26,9/2/2022,SAP MM Modülünden İlerlemeyen Satın Alma İşlemleri Denetimi,2.5,Rapor Yazımı,Taslak Rapor Mutabakat Süreci,Sektör yetkilileriyle bulgu cevaplarına ilişkin görüşmeler gerçekleştirilerek mutabakat süreci sonlandırılmaya çalışılmıştır.
3507,1,3/25/2022,"Jeneratör Stok Sayım Sürecinin, Sayım Sonuçlarının ve  Sayım Farklarına İlişkin Alınan Aksiyonların İncelenmesi(Çerkezköy Fabrika)",0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
12833,30,3/30/2023,İdari-Diğer,1.5,Diğer,Diğer Kişisel İşler,"Diğer (Sigara, wc, gazete okuma, vb.)"
5329,15,5/24/2022,ATK Sigorta Denetimi,1,İnceleme,Çalışma Kağıtlarının Hazırlanması,mola
6073,26,6/15/2022,Özbekistan Buhara Santrali Lojman Alımı,4,Rapor Yazımı,Taslak Rapor Yazımı,Rapor yazımı ve düzeltmeler
14984,22,7/14/2023,Holding Teknik Satınalma Denetimi,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,TZD den gelen cevapların incelenmesi
15057,29,7/31/2023,Ağrı Doğalgaz Dağıtım A.Ş.,8.5,İnceleme,Sahada Denetim,Stok raporunun çekilerek sayıma ilişkin analizlerin yapılması ve stok sayımının planlanarak bölge ile paylasılması
13890,14,5/24/2023,Holding Teknik Satınalma Denetimi,8.5,Ön Hazırlık,Data Temini&Data Hazırlama,Holding Teknik Satınalma Denetimi
122,13,1/3/2022,Denetim Planı ve Bütçe Çalışmaları,4,İdari,Diğer,2022 denetim plan ve bütçe çalışmaları
12622,29,3/10/2023,CRM ve ISU Yetkilendirme Süreci,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Raporun oluşturulması
11993,11,2/8/2023,Hukuk Operasyonları Süreci Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Hukuk departmanından veriler temin edilerek seçimler yapılmıştır. Hukuk tarafına iletilerek talep edilmiştir. Gelen dökümanlar için çalışma kağıtları hazırlanmıştır.
5645,13,5/31/2022,Mesleki yeterlilik belgelerinin incelenmesi,2.5,Rapor Yazımı,Taslak Rapor Değerlendirme,Taslak Raporu Değerlendirme-Yönetim
8857,30,9/15/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,0.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,"Diğer (Sigara, wc, gazete okuma, vb.)"
5742,26,6/2/2022,ATK Sigorta Denetimi,2.5,Rapor Yazımı,Taslak Rapor Yazımı,Bulguların oluşturulmaya başlanması
3217,6,3/21/2022,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü,1,İdari,Diğer,Günlük Time Reportların ve Bulgu Tamamlanma Oranlarının Kontrolü
7123,3,7/7/2022,İş Avanslarının Kullanımı  ve Yerel Satın Almaların İncelenmesi,8.5,İnceleme,Merkez'den Denetim,Yerel alımların incelenmesi
3191,12,3/17/2022,"THY Mevzuatı, EPSAŞ-EDAŞ Hukuki Ayrışması ve EPSAŞ Ana İş Kolu Dışındaki Faaliyetlerinin İncelenmesi (Rekabet Kanunu)",1,İnceleme,Toplantı (Ekip İçi),Avukat ve Tarife birimi görüşleri incelendi
4926,9,5/12/2022,Doğalgaz Yatırımları Sözleşme Süre Uzatımları Denetimi,1,İnceleme,Toplantı (Şirket Yöneticileri),Seçkin Odabaşı ile tarife-abone sayılarıyla ilgili toplantı (Doğalgaz)
5980,6,6/10/2022,Sektörlerin 2021-2022 çalışma kağıtlarını inceleme,3,İdari,Diğer,Sektörlerin 2021-2022 çalışma kağıtlarını inceleme
11811,29,2/2/2023,Stok Takip Denetimi,8.5,İnceleme,Merkez'den Denetim,stok denetimleri kapsamında çalışma kağıtlarının düzenlenmesi
14016,12,6/2/2023,Manisa Santral Usulsüz Malzeme Kullanımı İddiaları,8.5,Rapor Yazımı,Nihai Raporun Oluşturulması,Rapor finalize edildi
8430,18,9/12/2022,Özbekistan Santral Denetimi,5.5,İnceleme,Toplantı (Ekip İçi),Özbekistan Enerji Santralleri Teknik Satın Alma Süreçlerinin İncelenmesi+Mola
14116,18,5/26/2023,EDAŞ Saha Operasyonları İSG Süreçleri Denetimi,8.5,İnceleme,Toplantı (Şirket Yöneticileri),İSG denetimi bölge açılış toplantısı ve saha denetimleri (Rize)
14353,2,6/15/2023,mola+dinlenme,0.5,Diğer,Diğer Kişisel İşler,mola+dinlenme
8737,1,9/22/2022,Personel Devir Hızı denetimi hakkında datalar incelendi ve gerekli çalışmalar başlatıldı.,5,İdari,Diğer,Personel Devir Hızı denetimi hakkında datalar incelendi ve gerekli çalışmalar başlatıldı.
12116,3,2/21/2023,CRM ve ISU Yetkilendirme Süreci,8.5,İnceleme,Merkez'den Denetim,Onay süreçlerinin incelenmesi
10519,6,12/2/2022,Doğal Gaz Hukuk Süreçlerinin İncelenmesi,5.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Afyon hukuktan gelen veriyle SAP raporunun karşılaştırılması çalışması ve çalışma kağıtlarının düzenlenmesi
5233,16,5/2/2022,İdari&Diğer,8.5,İdari,Diğer,Bayram Tatili
6739,6,7/15/2022,Resmi Tatil,8.5,İdari,Diğer,Resmi Tatil
14078,8,5/22/2023,Gider Denetimi,8.5,İdari,Diğer,Gider Denetimi Kapsamında Çalışma
3551,13,3/25/2022,Telefon & Mail Trafiği,1,Diğer,Telefon&Mail Trafiği,Telefon &Mail Trafiği
7196,2,7/28/2022,Cookshop Şirket Denetimi,5,İnceleme,Sahada Denetim,depo sayımı ve kontrolleri
3706,3,3/30/2022,Çanakkale Doğalgaz Dağıtım A.Ş. Uzaktan Denetim,1,İnceleme,Merkez'den Denetim,Yerel Satın Alma Süreci İnceleme
13871,22,5/30/2023,Mesleki yetkinlik Gelişim ve Mentörlük Eğitimi,8.5,İdari,Diğer,Mesleki yetkinlik Gelişim ve Mentörlük Eğitimi
13221,7,4/7/2023,Gider Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Gider denetimi evraklarının kontrolü
7425,1,8/5/2022,Üretim Planlama ve Malzeme Tedarik Sürecinin İncelenmesi,5,İnceleme,Merkez'den Denetim,Üretim planlamaya ait verilerin termin tarihlerinin kontrol edilmesi
14231,11,6/9/2023,Lojistik Operasyonları Süreci Denetimi,7.5,İnceleme,Çalışma Kağıtlarının Hazırlanması,Gönderilen veriler üzerinden incelemelere ve çalışmalara başlanılmıştır.
5683,21,6/1/2022,EPDK Satınalma Yönetmeliği ve İhale Süreci Denetimi,1,Ön Hazırlık,Risk Kontrol Matrisinin Hazırlanması,Telefon ve Mailleşme
7159,15,7/27/2022,Sözleşme Süreci ve Fatura Onay Mekanizması,2.5,İnceleme,Merkez'den Denetim,Elektrik tarafına ilişkin sözleşmelerin kontrolü
14988,22,7/20/2023,Madagaskar Santral İşletme Teknik Süreçleri Denetimi,8.5,Ön Hazırlık,Doküman Tarama,Madagaskar santral denetimi için hazırlık
