Finding_ID,Finding Creation Date,Finding Status,Risk Type,Risk Severity,Probabilty,Effect,Audit Report Number
2023_016_002.005,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_004_008.001,3/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,1,3,2022_004
2023_003_001.002,4/3/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,4,2023_003
2021_015_004.003,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2021_015
2022_009_014.001,4/15/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_009
2022_055_018.007,12/5/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,3,2,2022_055
2021_033_007.001,8/31/2021,Denetim Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_033
2022_053_007.001,12/27/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2022_053
2022_003_018.002,4/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_003
2021_037_001.002,12/1/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2021_037
2022_021_003.001,5/31/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_021
2021_055_001.001,1/4/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_055
2022_003_015.001,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_003
2021_032_003.002,10/20/2021,Denetim Yönetimi Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2021_035_005.001,11/11/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_035
2022_052_008.002,12/19/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Dışsal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,2,2022_052
2022_062_003.002,2/1/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_062
2022_054_001.001,11/10/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,3,2,2022_054
2022_052_004.003,12/19/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2022_052
2022_030_001.002,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,2,4,2022_030
2022_053_002.001,12/27/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Yüksek,4,3,2022_053
2022_030_002.003,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_030
2021_016_002.002,6/7/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_016
2022_029_001.002,6/24/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,2,4,2022_029
2021_028_005.001,9/17/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2021_028
2023_016_002.003,7/21/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_010_015.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_010
2022_006_007.001,4/14/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk",Düşük,2,1,2022_006
2023_008_001.008,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2021_003_001.002,3/15/2021,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,3,2021_003
2022_009_016.003,4/15/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,1,2022_009
2021_054_008.004,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_054
2021_007_001.004,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Kritik,4,4,2021_007
2023_017_001.001,7/28/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,3,3,2023_017
2021_036_005.002,10/4/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_036
2023_008_001.007,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2021_014_005.003,9/20/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,1,1,2021_014
2022_014_001.002,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_014
2021_014_004.002,9/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_014
2022_055_016.003,11/28/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Dışsal Risk",Orta,3,2,2022_055
2023_022_011.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Yüksek,3,4,2023_022
2021_002_003.002,3/29/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_002
2022_007_003.001,4/19/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,2,2022_007
2021_015_001.002,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_015
2021_054_005.004,3/17/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_054
2021_054_005.001,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_054
2022_017_003.007,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_017
2021_015_004.004,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2021_015
2022_003_017.001,4/18/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Düşük,1,1,2022_003
2022_066_008.001,3/8/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_066
2023_022_036.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Kritik,4,4,2023_022
2022_066_006.001,3/8/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2022_066
2022_003_012.001,4/18/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_003
2021_054_001.003,3/15/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Dışsal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2021_054
2021_055_008.001,1/4/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2021_055
2022_032_001.003,6/24/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_032
2023_006_002.003,7/5/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2023_006
2022_010_004.001,4/21/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,1,2022_010
2022_048_001.003,3/1/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,2,2,2022_048
2023_013_002.002,5/7/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2023_013
2022_030_003.002,6/23/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,1,3,2022_030
2022_017_003.008,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2022_017
2023_022_019.001,7/4/2023,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Orta,2,3,2023_022
2021_004_001.001,3/15/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Stratejik Risk",Yüksek,2,3,2021_004
2021_007_003.005,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2021_007
2023_008_001.011,4/13/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2021_002_003.003,3/29/2021,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2021_002
2022_017_004.001,8/10/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,2,1,2022_017
2023_025_002.012,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2023_025
2022_054_003.001,11/10/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_054
2021_020_001.001,7/13/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,2,2021_020
2021_054_005.002,3/17/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_054
2021_034_003.001,8/31/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_034
2022_052_004.001,12/19/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,3,2022_052
2023_008_001.005,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,4,2023_008
2022_063_004.004,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_063
2022_063_003.013,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2021_003_002.002,3/15/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,2,2021_003
2021_032_003.003,10/20/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_032
2023_018_003.011,7/25/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_018
2022_029_002.001,6/24/2022,Tamamlandı,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_029
2021_032_008.001,10/20/2021,Tamamlandı,Finansal Risk,Düşük,1,1,2021_032
2023_016_002.010,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_022_005.001,5/12/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Yüksek,2,4,2022_022
2022_014_001.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_014
2022_004_009.004,3/18/2022,Tamamlandı,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski, Finansal Risk",Orta,1,3,2022_004
2021_055_005.001,1/4/2022,Tamamlandı,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2021_055
2022_017_001.004,8/10/2022,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Kritik,4,4,2022_017
2022_014_020.002,4/21/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_014
2022_016_003.003,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_016
2022_063_006.005,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_063
2023_007_001.009,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,4,2023_007
2022_055_008.003,11/25/2022,Tamamlandı,Finansal Risk,Yüksek,3,3,2022_055
2022_055_023.001,11/24/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2022_055
2022_065_018.001,1/29/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,3,2022_065
2022_046_002.002,1/4/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_046
2022_004_003.002,3/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Orta,2,2,2022_004
2023_007_003.001,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2023_007
2021_001_001.001,3/26/2021,Tamamlandı,Finansal Risk,Orta,3,1,2021_001
2021_058_025.001,1/27/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_058
2023_016_001.002,7/20/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,4,2,2023_016
2022_003_008.002,4/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_003
2022_016_003.001,6/23/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_016
2023_025_003.007,8/4/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_025
2021_037_006.006,12/3/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2023_016_002.016,7/21/2023,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2023_016
2022_003_009.001,4/18/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,2,2022_003
2022_003_010.002,4/18/2022,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Düşük,1,1,2022_003
2021_037_005.001,12/3/2021,Tamamlandı,Operasyonel Risk - Personel Kaynaklı Risk,Orta,3,2,2021_037
2022_014_018.001,4/21/2022,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2022_014
2023_013_001.001,5/7/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk",Yüksek,3,3,2023_013
2022_051_004.002,11/28/2022,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,4,2,2022_051
2021_008_002.001,3/15/2021,Tamamlandı,Uyum Riski - Yasal Regulasyonlara Uyum Riski,Orta,2,2,2021_008
2023_013_003.005,5/7/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_013
2021_027_001.001,9/13/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,2,3,2021_027
2023_018_003.013,7/25/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Düşük,1,2,2023_018
2022_055_022.001,11/24/2022,Süreç Sahibine Atanan Bulgu,Finansal Risk,Orta,2,3,2022_055
2021_008_005.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_008
2023_007_003.003,5/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2023_007
2021_016_002.003,6/7/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_016
2022_014_013.001,4/21/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,2,1,2022_014
2021_058_007.001,1/27/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Uyum Riski - Prosedürlere Uyum Risk",Yüksek,3,3,2021_058
2021_015_003.002,6/3/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,3,2,2021_015
2022_063_001.006,3/9/2023,Süreç Sahibine Atanan Bulgu,"Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Yüksek,3,3,2022_063
2022_033_007.001,6/26/2022,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Dışsal Risk",Düşük,1,2,2022_033
2021_035_008.002,11/11/2021,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_035
2021_037_010.019,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2021_037_010.017,12/3/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,Finansal Risk,Orta,3,2,2021_037
2021_034_005.001,8/31/2021,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Düşük,3,1,2021_034
2022_004_013.001,3/18/2022,Tamamlandı,Finansal Risk,Düşük,2,1,2022_004
2021_004_008.004,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,2,3,2021_004
2022_021_001.001,5/31/2022,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk",Düşük,2,1,2022_021
2021_007_003.003,4/24/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Bilgi Sistemleri Kaynaklı Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,4,2021_007
2021_003_005.001,3/15/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Orta,2,2,2021_003
2021_032_001.001,10/19/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Kritik,4,4,2021_032
2021_036_006.001,10/4/2021,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_036
2021_036_012.002,11/26/2021,Tamamlandı,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Orta,2,3,2021_036
2021_008_010.001,3/15/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Düşük,1,2,2021_008
2022_014_003.001,4/21/2022,Tamamlandı,Finansal Risk,Orta,3,2,2022_014
2023_008_002.004,4/11/2023,Süreç Sahibine Atanan Bulgu,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2023_008
2021_037_006.004,12/3/2021,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Uyum Riski - Yasal Regulasyonlara Uyum Riski",Orta,3,2,2021_037
2022_055_021.001,11/25/2022,Süreç Sahibine Atanan Bulgu,Operasyonel Risk - Personel Kaynaklı Risk,Orta,2,3,2022_055
2021_040_001.008,11/17/2021,Tamamlandı,"Finansal Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2021_040
2022_063_003.006,3/9/2023,Tamamlandı,"Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk,Uyum Riski - Prosedürlere Uyum Risk",Orta,3,2,2022_063
2022_046_003.003,1/4/2023,Süreç Sahibi Yöneticisinin Onayında Bekliyor,"Finansal Risk,Operasyonel Risk - Personel Kaynaklı Risk,Operasyonel Risk - Süreç Dizaynı Kaynaklı Risk",Yüksek,3,3,2022_046
